"governorate","district","outcamp_ind","outcamp_ind_min","outcamp_ind_max","incamp_ind","incamp_ind_min","incamp_ind_max"
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
NA,NA,NA,NA,NA,NA,NA,NA
