"dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"a65",NA,NA,NA,0.0246607324678806,NA,0.0127540933590928,0.0365673715766685,"district","sinjar"
"a65",NA,NA,NA,0.0220673635307782,NA,0.0116640745882515,0.0324706524733048,"district","al.kufa"
"a65",NA,NA,NA,0.000742297270151207,NA,3.29570068823651e-05,0.00145163753342005,"district","al.falluja"
"a65",NA,NA,NA,0.0190400372092391,NA,0.00900339143787156,0.0290766829806066,"district","erbil"
"a65",NA,NA,NA,0.0139292919406814,NA,0.00748255226337543,0.0203760316179875,"district","al.sulaymaniyah"
"a65",NA,NA,NA,0.0075046904315197,NA,0.00210401954481046,0.0129053613182289,"district","halabcha"
"a65",NA,NA,NA,0.00749063670411985,NA,0.00288439261428193,0.0120968807939578,"district","al.hatra"
"a65",NA,NA,NA,0.00350877192982456,NA,-0.0017819812002409,0.00879952505989002,"district","al.muqdadiya"
"a65",NA,NA,NA,0.0172998002403853,NA,0.0146560894217548,0.0199435110590158,"district","al.baaj"
"a65",NA,NA,NA,0.0224,NA,0.0100835643997986,0.0347164356002014,"district","rania"
"a65",NA,NA,NA,0.0227270926338946,NA,0.0154991894753568,0.0299549957924324,"district","al.najaf"
"a65",NA,NA,NA,0.0206083544244221,NA,0.0163674710452148,0.0248492378036295,"district","al.adhamiya"
"a65",NA,NA,NA,0.00802283309551245,NA,0.00108184573013006,0.0149638204608948,"district","al.nasiriya"
"a65",NA,NA,NA,0.00740740740740741,NA,0.000550442328755848,0.014264372486059,"district","al.kut"
"a65",NA,NA,NA,0.00540540540540541,NA,-0.000544182360714548,0.0113549931715254,"district","al.suwaira"
"a65",NA,NA,NA,0.0159651669085631,NA,0.00612947106438269,0.0258008627527436,"district","chamchamal"
"a65",NA,NA,NA,0.0196888731457949,NA,0.0099820368529967,0.029395709438593,"district","al.mahmoudiya"
"a65",NA,NA,NA,0.00872093023255814,NA,0.00146503912907268,0.0159768213360436,"district","al.diwaniya"
"a65",NA,NA,NA,0.00305810397553517,NA,-0.0017073347841838,0.00782354273525413,"district","al.mussyab"
"a65",NA,NA,NA,0.0142758074535622,NA,0.00344181181476496,0.0251098030923595,"district","aqra"
"a65",NA,NA,NA,0.0263157894736842,NA,0.0158121099999234,0.036819468947445,"district","duhok"
"a65",NA,NA,NA,0.0105820105820106,NA,-0.0088240852031335,0.0299881063671547,"district","samarra"
"a65chronic",NA,NA,NA,0.0269371649658822,NA,-0.000455703028542042,0.0543300329603064,"district","tooz.khurmato"
"a65chronic",NA,NA,NA,0.00848426856184042,NA,0.00230970154604212,0.0146588355776387,"district","telafar"
"a65chronic",NA,NA,NA,0.0119904076738609,NA,0.00209305670538163,0.0218877586423402,"district","kerbela"
"a65chronic",NA,NA,NA,0,NA,0,0,"district","baquba"
"a65chronic",NA,NA,NA,0.0224832286178425,NA,0.0138703464835546,0.0310961107521304,"district","kirkuk"
"a65chronic",NA,NA,NA,0.0189732923223485,NA,0.0110854096382876,0.0268611750064093,"district","al.hamdaniya"
"a65chronic",NA,NA,NA,0.00712721889808146,NA,0.00369583975384969,0.0105585980423132,"district","al.mosul"
"a65chronic",NA,NA,NA,0.0128410914927769,NA,0.00846865362718476,0.017213529358369,"district","dokan"
"a65chronic",NA,NA,NA,0.0136831275720165,NA,0.0023157015806,0.0250505535634329,"district","balad"
"a65chronic",NA,NA,NA,0.0228571428571429,NA,0.0125572085569903,0.0331570771572954,"district","shaqlawa"
"a65chronic",NA,NA,NA,0.0181636957537298,NA,0.0119241439095856,0.024403247597874,"district","dibis"
"a65chronic",NA,NA,NA,0.00470219435736677,NA,0.000382535208697827,0.00902185350603571,"district","derbendikhan"
"a65chronic",NA,NA,NA,0.0230856370055346,NA,0.0149058745258286,0.0312653994852405,"district","beygee"
"a65chronic",NA,NA,NA,0,NA,0,0,"district","al.risafa"
"a65chronic",NA,NA,NA,0.0242015347593328,NA,0.0182479260516405,0.030155143467025,"district","zakho"
"a65chronic",NA,NA,NA,0.014018691588785,NA,0.00739165015311174,0.0206457330244584,"district","al.rutba"
"a65chronic",NA,NA,NA,0.0154093203907124,NA,0.00400704046587213,0.0268116003155526,"district","tikrit"
"a65chronic",NA,NA,NA,0.0172479915614554,NA,0.012447309756725,0.0220486733661857,"district","makhmour"
"a65chronic",NA,NA,NA,0.00294985250737463,NA,-1.5591697898817e-05,0.00591529671264808,"district","koysinjaq"
"a65chronic",NA,NA,NA,0.0255745671600292,NA,0.0204087387389124,0.0307403955811459,"district","sumail"
"a65chronic",NA,NA,NA,0.00732464055705542,NA,0.00296281788617307,0.0116864632279378,"district","al.shirqat"
"a65chronic",NA,NA,NA,0.0106619265924299,NA,0.00217330329063923,0.0191505498942205,"district","haditha"
"a65chronic",NA,NA,NA,0,NA,0,0,"district","al.ramadi"
"a65chronic",NA,NA,NA,0.023178360040828,NA,0.0136580288094581,0.032698691272198,"district","tilkaef"
"a65chronic",NA,NA,NA,0.00160211476721275,NA,-0.00171456803237016,0.00491879756679566,"district","al.kahla"
"a65chronic",NA,NA,NA,0.0333168204005962,NA,0.0271908309004202,0.0394428099007722,"district","al.basrah"
"a65chronic",NA,NA,NA,5.69958621004115e-05,NA,-1.67613126401274e-05,0.00013075303684095,"district","heet"
"a65chronic",NA,NA,NA,0,NA,0,0,"district","al.kadhmiyah"
"a65chronic",NA,NA,NA,0.0121626548133878,NA,0.00198148870860568,0.0223438209181699,"district","al.kaim"
"a65chronic",NA,NA,NA,0.0362243768596403,NA,0.0239977901048287,0.0484509636144519,"district","al.amadiya"
"a65chronic",NA,NA,NA,0,NA,0,0,"district","al.khalis"
"a65chronic",NA,NA,NA,0.013379943316845,NA,0.00808489383944682,0.0186749927942432,"district","daquq"
"a65chronic",NA,NA,NA,0.0101010101010101,NA,0.0038513563782044,0.0163506638238158,"district","rawanduz"
"a65chronic",NA,NA,NA,0.0121186657776,NA,0.00719210011649171,0.0170452314387083,"district","al.hindiya"
"a65chronic",NA,NA,NA,0.0187257506993311,NA,0.0140936842211422,0.02335781717752,"district","al.shikhan"
"a65chronic",NA,NA,NA,0.0134529147982063,NA,0.00564808846287316,0.0212577411335394,"district","kifri"
"a65chronic",NA,NA,NA,0.0141752577319588,NA,0.00832253510788408,0.0200279803560334,"district","al.hawiga"
"a65chronic",NA,NA,NA,0.0182947938954829,NA,0.00925003717365473,0.027339550617311,"district","khanaqin"
"a65chronic",NA,NA,NA,0,NA,0,0,"district","al.karkh"
"a65chronic",NA,NA,NA,0.0144561861907648,NA,0.00460147495684396,0.0243108974246857,"district","kalar"
"a65chronic",NA,NA,NA,0.0165016501650165,NA,0.00932111159617255,0.0236821887338605,"district","ana"
"a65chronic",NA,NA,NA,0.0143554589520227,NA,0.00461125739512709,0.0240996605089183,"district","sinjar"
"a65chronic",NA,NA,NA,0.0174216027874564,NA,0.0098850183808512,0.0249581871940617,"district","al.kufa"
"a65chronic",NA,NA,NA,0.000201247254100214,NA,-2.83679595844948e-05,0.000430862467784924,"district","al.falluja"
"a65chronic",NA,NA,NA,0.0157011179163887,NA,0.00542503792458453,0.0259771979081928,"district","erbil"
"a65chronic",NA,NA,NA,0.00236198894782994,NA,-6.36320562814028e-05,0.00478760995194128,"district","al.sulaymaniyah"
"a65chronic",NA,NA,NA,0,NA,0,0,"district","halabcha"
"a65chronic",NA,NA,NA,0.00499375780274657,NA,0.000821672882464091,0.00916584272302904,"district","al.hatra"
"a65chronic",NA,NA,NA,0.00350877192982456,NA,-0.0017819812002409,0.00879952505989002,"district","al.muqdadiya"
"a65chronic",NA,NA,NA,0.0136659478635827,NA,0.00966733525040405,0.0176645604767614,"district","al.baaj"
"a65chronic",NA,NA,NA,0.0144,NA,0.00691612692220115,0.0218838730777989,"district","rania"
"a65chronic",NA,NA,NA,0.0141197000511874,NA,0.00629675127910394,0.0219426488232708,"district","al.najaf"
"a65chronic",NA,NA,NA,0.00285877512247147,NA,0.00212413554137255,0.00359341470357039,"district","al.adhamiya"
"a65chronic",NA,NA,NA,0.00333255427036981,NA,0.00238072619150169,0.00428438234923793,"district","al.nasiriya"
"a65chronic",NA,NA,NA,0,NA,0,0,"district","al.kut"
"a65chronic",NA,NA,NA,0.0027027027027027,NA,-0.00167796070369136,0.00708336610909676,"district","al.suwaira"
"a65chronic",NA,NA,NA,0.0101596516690856,NA,0.00458544937207522,0.015733853966096,"district","chamchamal"
"a65chronic",NA,NA,NA,0.0159283857179733,NA,0.00776083865447092,0.0240959327814756,"district","al.mahmoudiya"
"a65chronic",NA,NA,NA,0.00290697674418605,NA,-0.000756441588249944,0.00657039507662203,"district","al.diwaniya"
"a65chronic",NA,NA,NA,0,NA,0,0,"district","al.mussyab"
"a65chronic",NA,NA,NA,0.0128852244034868,NA,0.00218461309830842,0.0235858357086651,"district","aqra"
"a65chronic",NA,NA,NA,0.0166204986149584,NA,0.00725831314106657,0.0259826840888503,"district","duhok"
"a65chronic",NA,NA,NA,0,NA,0,0,"district","samarra"
"health_issue.chronic",NA,NA,NA,0.117562072349192,NA,0.0144433108825413,0.220680833815843,"district","tooz.khurmato"
"health_issue.chronic",NA,NA,NA,0.0799045647110834,NA,0.0595097009410392,0.100299428481128,"district","telafar"
"health_issue.chronic",NA,NA,NA,0.0503597122302158,NA,0.0325754186988471,0.0681440057615846,"district","kerbela"
"health_issue.chronic",NA,NA,NA,0.0201005025125628,NA,0.00668184879205779,0.0335191562330678,"district","baquba"
"health_issue.chronic",NA,NA,NA,0.109261785695815,NA,0.0910229707296272,0.127500600662002,"district","kirkuk"
"health_issue.chronic",NA,NA,NA,0.102689128389533,NA,0.0827444331804513,0.122633823598615,"district","al.hamdaniya"
"health_issue.chronic",NA,NA,NA,0.0757600981654444,NA,0.0569296909351808,0.0945905053957081,"district","al.mosul"
"health_issue.chronic",NA,NA,NA,0.104333868378812,NA,0.083784937232639,0.124882799524985,"district","dokan"
"health_issue.chronic",NA,NA,NA,0.0807679974346641,NA,0.0299336601010504,0.131602334768278,"district","balad"
"health_issue.chronic",NA,NA,NA,0.133333333333333,NA,0.107520817261388,0.159145849405279,"district","shaqlawa"
"health_issue.chronic",NA,NA,NA,0.126213834048041,NA,0.0941065176817561,0.158321150414326,"district","dibis"
"health_issue.chronic",NA,NA,NA,0.0579937304075235,NA,0.0293408907781994,0.0866465700368476,"district","derbendikhan"
"health_issue.chronic",NA,NA,NA,0.0887518093781558,NA,0.0732195592597816,0.10428405949653,"district","beygee"
"health_issue.chronic",NA,NA,NA,0.00679690153374364,NA,0.00230198480743674,0.0112918182600505,"district","al.risafa"
"health_issue.chronic",NA,NA,NA,0.107829164281644,NA,0.0937324766208443,0.121925851942445,"district","zakho"
"health_issue.chronic",NA,NA,NA,0.118380062305296,NA,0.0941155342222186,0.142644590388373,"district","al.rutba"
"health_issue.chronic",NA,NA,NA,0.0939759069162866,NA,0.0701100770199278,0.117841736812645,"district","tikrit"
"health_issue.chronic",NA,NA,NA,0.0777337658359238,NA,0.0609624704144352,0.0945050612574123,"district","makhmour"
"health_issue.chronic",NA,NA,NA,0.0870206489675516,NA,0.0563687862549755,0.117672511680128,"district","koysinjaq"
"health_issue.chronic",NA,NA,NA,0.120201562216537,NA,0.109438568362222,0.130964556070851,"district","sumail"
"health_issue.chronic",NA,NA,NA,0.0970774916984869,NA,0.0850849999328053,0.109069983464169,"district","al.shirqat"
"health_issue.chronic",NA,NA,NA,0.0683810817818145,NA,0.0445040817410541,0.0922580818225748,"district","haditha"
"health_issue.chronic",NA,NA,NA,0.00740632057929677,NA,0.00100293762932955,0.013809703529264,"district","al.ramadi"
"health_issue.chronic",NA,NA,NA,0.133095421982652,NA,0.117246813919551,0.148944030045754,"district","tilkaef"
"health_issue.chronic",NA,NA,NA,0.006408459068851,NA,-0.00685827212948064,0.0196751902671826,"district","al.kahla"
"health_issue.chronic",NA,NA,NA,0.107549155627003,NA,0.061615061885896,0.153483249368109,"district","al.basrah"
"health_issue.chronic",NA,NA,NA,0.0137651115010313,NA,0.00439581956755932,0.0231344034345032,"district","heet"
"health_issue.chronic",NA,NA,NA,0.00354073248994043,NA,0.000123088662273342,0.00695837631760752,"district","al.kadhmiyah"
"health_issue.chronic",NA,NA,NA,0.0581146116734383,NA,0.0338393295281638,0.0823898938187126,"district","al.kaim"
"health_issue.chronic",NA,NA,NA,0.125957428240989,NA,0.102213458118252,0.149701398363726,"district","al.amadiya"
"health_issue.chronic",NA,NA,NA,0.000633200112464077,NA,-0.000114280258525383,0.00138068048345354,"district","al.khalis"
"health_issue.chronic",NA,NA,NA,0.0860042936736332,NA,0.0709677429674547,0.101040844379812,"district","daquq"
"health_issue.chronic",NA,NA,NA,0.106060606060606,NA,0.0549659298454522,0.15715528227576,"district","rawanduz"
"health_issue.chronic",NA,NA,NA,0.040261201647421,NA,0.0343320867643399,0.0461903165305021,"district","al.hindiya"
"health_issue.chronic",NA,NA,NA,0.104058255800854,NA,0.0871372066018259,0.120979304999881,"district","al.shikhan"
"health_issue.chronic",NA,NA,NA,0.0515695067264574,NA,0.0332480594844177,0.0698909539684971,"district","kifri"
"health_issue.chronic",NA,NA,NA,0.117268041237113,NA,0.0907665654047984,0.143769517069428,"district","al.hawiga"
"health_issue.chronic",NA,NA,NA,0.0787864234238395,NA,0.055559742913746,0.102013103933933,"district","khanaqin"
"health_issue.chronic",NA,NA,NA,0.00212765957446809,NA,-0.00119334274078578,0.00544866188972195,"district","al.karkh"
"health_issue.chronic",NA,NA,NA,0.048119838529264,NA,0.0262274429071397,0.0700122341513883,"district","kalar"
"health_issue.chronic",NA,NA,NA,0.127062706270627,NA,0.0853255614921524,0.168799851049102,"district","ana"
"health_issue.chronic",NA,NA,NA,0.0821334186996049,NA,0.0694150235399621,0.0948518138592477,"district","sinjar"
"health_issue.chronic",NA,NA,NA,0.0766550522648084,NA,0.0671819372916628,0.0861281672379539,"district","al.kufa"
"health_issue.chronic",NA,NA,NA,0.000671163486445926,NA,0.000166408321899803,0.00117591865099205,"district","al.falluja"
"health_issue.chronic",NA,NA,NA,0.114987217790809,NA,0.0923980224014394,0.137576413180179,"district","erbil"
"health_issue.chronic",NA,NA,NA,0.0284491392115615,NA,0.016236036032541,0.0406622423905821,"district","al.sulaymaniyah"
"health_issue.chronic",NA,NA,NA,0.0431519699812383,NA,0.0293867161088288,0.0569172238536478,"district","halabcha"
"health_issue.chronic",NA,NA,NA,0.0649188514357054,NA,0.0502548042738707,0.0795828985975401,"district","al.hatra"
"health_issue.chronic",NA,NA,NA,0.0456140350877193,NA,0.0109950070087989,0.0802330631666397,"district","al.muqdadiya"
"health_issue.chronic",NA,NA,NA,0.0564027147415858,NA,0.0535607256115579,0.0592447038716137,"district","al.baaj"
"health_issue.chronic",NA,NA,NA,0.1008,NA,0.0813938269095144,0.120206173090486,"district","rania"
"health_issue.chronic",NA,NA,NA,0.0709006530502184,NA,0.0512371492471994,0.0905641568532375,"district","al.najaf"
"health_issue.chronic",NA,NA,NA,0.00631447881206478,NA,0.00524501886417731,0.00738393875995225,"district","al.adhamiya"
"health_issue.chronic",NA,NA,NA,0.0433232055148076,NA,0.030949440489522,0.0556969705400932,"district","al.nasiriya"
"health_issue.chronic",NA,NA,NA,0.0320987654320988,NA,0.0101756866274734,0.0540218442367241,"district","al.kut"
"health_issue.chronic",NA,NA,NA,0.0351351351351351,NA,0.018545532954706,0.0517247373155643,"district","al.suwaira"
"health_issue.chronic",NA,NA,NA,0.06966618287373,NA,0.0517961458794252,0.0875362198680349,"district","chamchamal"
"health_issue.chronic",NA,NA,NA,0.0824785238112641,NA,0.0519853353657024,0.112971712256826,"district","al.mahmoudiya"
"health_issue.chronic",NA,NA,NA,0.0261627906976744,NA,0.0148092659886726,0.0375163154066762,"district","al.diwaniya"
"health_issue.chronic",NA,NA,NA,0.0122324159021407,NA,-0.000389297653649697,0.024854129457931,"district","al.mussyab"
"health_issue.chronic",NA,NA,NA,0.0959870453217909,NA,0.0815661240422543,0.110407966601327,"district","aqra"
"health_issue.chronic",NA,NA,NA,0.110803324099723,NA,0.0832797003139486,0.138326947885497,"district","duhok"
"health_issue.chronic",NA,NA,NA,0.0582010582010582,NA,0.0402313803108953,0.0761707360912211,"district","samarra"
